index,"city","state","population","violent_crime",murder,"rape_revised_definition",rape_legacy_definition,"robbery","aggravated_assault","violent_crime_rate_per_100_000",murder_rate_per_100_000_people,"rape_new_rate","rape_old_rate","robbery_rate","aggravated_assault_rate"
4700,"new whiteland","IN","5,793","2",0,"0",NULL,"0","2","34.52",0,"0","0","0","34.52"
4701,"marlin","TX","5,792","21",0,"4",NULL,"2","15","362.57",0,"69.06","0","34.53","258.98"
4702,"morris plains","NJ","5,791","4",0,NULL,0,"2","2","69.07",0,"0","0","34.54","34.54"
4703,"ada","OH","5,790","6",0,"1",NULL,"1","4","103.63",0,"17.27","0","17.27","69.08"
4704,"waynesboro","GA","5,789","57",1,NULL,3,"18","35","984.63",17.27,"0","51.82","310.93","604.59"
4705,"mount carmel","PA","5,788","67",0,"8",NULL,"3","56","1,157.57",0,"138.22","0","51.83","967.52"
4706,"washingtonville village","NY","5,788","2",0,NULL,0,"0","2","34.55",0,"0","0","0","34.55"
4707,"carlinville","IL","5,787","15",0,"0",NULL,"1","14","259.2",0,"0","0","17.28","241.92"
4708,"covington","VA","5,786","10",0,"4",NULL,"0","6","172.83",0,"69.13","0","0","103.7"
4709,"loudon","TN","5,785","6",0,"0",NULL,"1","5","103.72",0,"0","0","17.29","86.43"
4710,"hampshire","IL","5,782","2",0,"0",NULL,"0","2","34.59",0,"0","0","0","34.59"
4711,"fort wright","KY","5,781","3",0,"0",NULL,"2","1","51.89",0,"0","0","34.6","17.3"
4712,"petoskey","MI","5,779","6",0,"2",NULL,"0","4","103.82",0,"34.61","0","0","69.22"
4713,"edna","TX","5,777","19",0,"4",NULL,"0","15","328.89",0,"69.24","0","0","259.65"
4714,"belding","MI","5,776","15",0,"8",NULL,"0","7","259.7",0,"138.5","0","0","121.19"
4715,"chadron","NE","5,773","12",0,"5",NULL,"0","7","207.86",0,"86.61","0","0","121.25"
4716,"robertsdale","AL","5,765","15",0,"2",NULL,"1","12","260.19",0,"34.69","0","17.35","208.15"
4717,"prairie du chien","WI","5,757","10",0,NULL,3,"0","7","173.7",0,"0","52.11","0","121.59"
4718,"belle fourche","SD","5,755","14",0,"2",NULL,"0","12","243.27",0,"34.75","0","0","208.51"
4719,"connell","WA","5,746","9",1,"2",NULL,"0","6","156.63",17.4,"34.81","0","0","104.42"
4720,"sinton","TX","5,745","43",0,"3",NULL,"2","38","748.48",0,"52.22","0","34.81","661.44"
4721,"taos","NM","5,737","54",0,NULL,3,"6","45","941.26",0,"0","52.29","104.58","784.38"
4722,"luling","TX","5,722","31",0,"4",NULL,"3","24","541.77",0,"69.91","0","52.43","419.43"
4723,"willow springs","IL","5,722","6",1,"0",NULL,"2","3","104.86",17.48,"0","0","34.95","52.43"
4724,"monaca","PA","5,721","14",0,"1",NULL,"1","12","244.71",0,"17.48","0","17.48","209.75"
4725,"belmar","NJ","5,721","13",0,NULL,2,"3","8","227.23",0,"0","34.96","52.44","139.84"
4726,"manasquan","NJ","5,721","3",0,NULL,0,"1","2","52.44",0,"0","0","17.48","34.96"
4727,"spring grove","IL","5,718","4",0,"3",NULL,"0","1","69.95",0,"52.47","0","0","17.49"
4728,"mena","AR","5,717","17",0,"4",NULL,"2","11","297.36",0,"69.97","0","34.98","192.41"
4729,"junction city","OR","5,717","1",0,NULL,0,"1","0","17.49",0,"0","0","17.49","0"
4730,"carterville","IL","5,710","2",0,"0",NULL,"0","2","35.03",0,"0","0","0","35.03"
4731,"wilmington","IL","5,709","7",0,"4",NULL,"1","2","122.61",0,"70.06","0","17.52","35.03"
4732,"south tucson","AZ","5,707","139",4,"7",NULL,"40","88","2,435.61",70.09,"122.66","0","700.89","1,541.97"
4733,"harrah","OK","5,706","14",0,"1",NULL,"0","13","245.36",0,"17.53","0","0","227.83"
4734,"rumford","ME","5,705","13",0,NULL,8,"1","4","227.87",0,"0","140.23","17.53","70.11"
4735,"locust grove","GA","5,704","18",0,NULL,2,"1","15","315.57",0,"0","35.06","17.53","262.97"
4736,"pana","IL","5,704","10",0,"0",NULL,"1","9","175.32",0,"0","0","17.53","157.78"
4737,"bath village4","NY","5,703","14",0,"3",NULL,"3","8","245.48",0,"52.6","0","52.6","140.28"
4738,"pingree grove","IL","5,702","3",0,"2",NULL,"0","1","52.61",0,"35.08","0","0","17.54"
4739,"union beach","NJ","5,701","2",0,NULL,0,"1","1","35.08",0,"0","0","17.54","17.54"
4740,"moosic","PA","5,700","26",0,"0",NULL,"2","24","456.14",0,"0","0","35.09","421.05"
4741,"groveport","OH","5,700","6",0,"0",NULL,"0","6","105.26",0,"0","0","0","105.26"
4742,"sharon hill","PA","5,697","43",0,"0",NULL,"15","28","754.78",0,"0","0","263.3","491.49"
4743,"nazareth","PA","5,697","13",0,"2",NULL,"0","11","228.19",0,"35.11","0","0","193.08"
4744,"buckhannon","WV","5,695","4",0,"0",NULL,"1","3","70.24",0,"0","0","17.56","52.68"
4745,"deer park","OH","5,693","5",0,"2",NULL,"1","2","87.83",0,"35.13","0","17.57","35.13"
4746,"de funiak springs","FL","5,689","37",0,"2",NULL,"4","31","650.38",0,"35.16","0","70.31","544.91"
4747,"cambridge township","MI","5,687","5",0,"3",NULL,"0","2","87.92",0,"52.75","0","0","35.17"
4748,"selinsgrove","PA","5,680","44",0,"3",NULL,"2","39","774.65",0,"52.82","0","35.21","686.62"
4749,"bee cave","TX","5,674","7",0,"1",NULL,"0","6","123.37",0,"17.62","0","0","105.75"
4750,"boiling spring lakes","NC","5,672","11",0,NULL,1,"0","10","193.94",0,"0","17.63","0","176.3"
4751,"lower heidelberg township","PA","5,670","7",0,"0",NULL,"0","7","123.46",0,"0","0","0","123.46"
4752,"gardiner","ME","5,669","7",1,NULL,2,"2","2","123.48",17.64,"0","35.28","35.28","35.28"
4753,"windcrest","TX","5,668","8",0,"3",NULL,"3","2","141.14",0,"52.93","0","52.93","35.29"
4754,"gustine","CA","5,667","34",0,NULL,1,"4","29","599.96",0,"0","17.65","70.58","511.73"
4755,"wadesboro","NC","5,665","56",2,NULL,2,"10","42","988.53",35.3,"0","35.3","176.52","741.39"
4756,"wright township","PA","5,664","2",0,"0",NULL,"1","1","35.31",0,"0","0","17.66","17.66"
4757,"whiteville","NC","5,654","83",1,NULL,0,"18","64","1,467.99",17.69,"0","0","318.36","1,131.94"
4758,"salamanca4","NY","5,653","23",0,"2",NULL,"1","20","406.86",0,"35.38","0","17.69","353.79"
4759,"lebanon","KY","5,653","10",0,"2",NULL,"3","5","176.9",0,"35.38","0","53.07","88.45"
4760,"cumming","GA","5,652","6",0,NULL,0,"1","5","106.16",0,"0","0","17.69","88.46"
4761,"richmond","MO","5,651","15",0,"3",NULL,"1","11","265.44",0,"53.09","0","17.7","194.66"
4762,"pontoon beach","IL","5,651","5",0,"1",NULL,"1","3","88.48",0,"17.7","0","17.7","53.09"
4763,"mckenzie","TN","5,647","21",0,"2",NULL,"3","16","371.88",0,"35.42","0","53.13","283.34"
4764,"folkston","GA","5,641","18",0,NULL,0,"3","15","319.09",0,"0","0","53.18","265.91"
4765,"coraopolis","PA","5,640","32",0,"1",NULL,"5","26","567.38",0,"17.73","0","88.65","460.99"
4766,"palmview","TX","5,634","41",0,"10",NULL,"3","28","727.72",0,"177.49","0","53.25","496.98"
4767,"richlands","VA","5,634","11",1,"2",NULL,"3","5","195.24",17.75,"35.5","0","53.25","88.75"
4768,"paola","KS","5,634","6",0,"1",NULL,"1","4","106.5",0,"17.75","0","17.75","71"
4769,"rupert","ID","5,633","19",0,"3",NULL,"1","15","337.3",0,"53.26","0","17.75","266.29"
4770,"zeeland","MI","5,630","18",0,"2",NULL,"0","16","319.72",0,"35.52","0","0","284.19"
4771,"atlanta","TX","5,624","22",0,"7",NULL,"2","13","391.18",0,"124.47","0","35.56","231.15"
4772,"ocean shores","WA","5,622","7",0,"1",NULL,"2","4","124.51",0,"17.79","0","35.57","71.15"
4773,"swartz creek","MI","5,607","9",0,"2",NULL,"1","6","160.51",0,"35.67","0","17.83","107.01"
4774,"morris-cooper regional","PA","5,607","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
4775,"exeter","PA","5,600","15",0,"0",NULL,"3","12","267.86",0,"0","0","53.57","214.29"
4776,"hopkinton","NH","5,597","6",0,"1",NULL,"0","5","107.2",0,"17.87","0","0","89.33"
4777,"carroll township, washington county","PA","5,596","17",0,"1",NULL,"0","16","303.79",0,"17.87","0","0","285.92"
4778,"okeechobee","FL","5,592","16",0,"0",NULL,"3","13","286.12",0,"0","0","53.65","232.47"
4779,"hightstown","NJ","5,592","7",0,NULL,0,"3","4","125.18",0,"0","0","53.65","71.53"
4780,"iola","KS","5,590","13",0,"3",NULL,"0","10","232.56",0,"53.67","0","0","178.89"
4781,"north sewickley township","PA","5,589","4",0,"0",NULL,"0","4","71.57",0,"0","0","0","71.57"
4782,"pevely","MO","5,587","10",0,"3",NULL,"0","7","178.99",0,"53.7","0","0","125.29"
4783,"pelham manor village4","NY","5,586","4",0,"0",NULL,"4","0","71.61",0,"0","0","71.61","0"
4784,"greenwich township, warren county","NJ","5,583","3",0,NULL,1,"0","2","53.73",0,"0","17.91","0","35.82"
4785,"high springs","FL","5,582","14",0,"3",NULL,"0","11","250.81",0,"53.74","0","0","197.06"
4786,"milton","WI","5,568","10",0,NULL,1,"2","7","179.6",0,"0","17.96","35.92","125.72"
4787,"brady","TX","5,568","3",0,"0",NULL,"0","3","53.88",0,"0","0","0","53.88"
4788,"rusk","TX","5,566","15",0,"2",NULL,"0","13","269.49",0,"35.93","0","0","233.56"
4789,"marksville4","LA","5,565","90",1,"0",NULL,"12","77","1,617.25",17.97,"0","0","215.63","1,383.65"
4790,"woodland","WA","5,557","16",0,"3",NULL,"1","12","287.93",0,"53.99","0","18","215.94"
4791,"shippensburg","PA","5,554","7",1,"2",NULL,"2","2","126.04",18.01,"36.01","0","36.01","36.01"
4792,"bowling green","MO","5,553","10",0,"2",NULL,"1","7","180.08",0,"36.02","0","18.01","126.06"
4793,"pinckneyville","IL","5,552","3",0,"0",NULL,"0","3","54.03",0,"0","0","0","54.03"
4794,"independence township","NJ","5,551","6",0,NULL,0,"1","5","108.09",0,"0","0","18.01","90.07"
4795,"falcon heights","MN","5,546","5",0,"0",NULL,"2","3","90.16",0,"0","0","36.06","54.09"
4796,"corcoran","MN","5,545","2",0,"0",NULL,"0","2","36.07",0,"0","0","0","36.07"
4797,"anamosa","IA","5,544","7",0,"1",NULL,"0","6","126.26",0,"18.04","0","0","108.23"
4798,"duquesne","PA","5,543","79",4,"3",NULL,"19","53","1,425.22",72.16,"54.12","0","342.77","956.16"
4799,"wellston","OH","5,536","4",0,"1",NULL,"2","1","72.25",0,"18.06","0","36.13","18.06"
4800,"holdrege","NE","5,536","3",0,"2",NULL,"1","0","54.19",0,"36.13","0","18.06","0"
4801,"alma","AR","5,535","25",0,"5",NULL,"2","18","451.67",0,"90.33","0","36.13","325.2"
4802,"edgerton","WI","5,535","6",0,NULL,1,"2","3","108.4",0,"0","18.07","36.13","54.2"
4803,"big stone gap","VA","5,533","11",0,"3",NULL,"1","7","198.81",0,"54.22","0","18.07","126.51"
4804,"red oak","IA","5,531","18",1,"3",NULL,"0","14","325.44",18.08,"54.24","0","0","253.12"
4805,"chester","SC","5,529","58",2,"2",NULL,"10","44","1,049.01",36.17,"36.17","0","180.86","795.8"
4806,"coal city","IL","5,524","5",0,"0",NULL,"2","3","90.51",0,"0","0","36.21","54.31"
4807,"vernon township","PA","5,521","3",0,"1",NULL,"0","2","54.34",0,"18.11","0","0","36.23"
4808,"germantown","OH","5,520","4",0,"2",NULL,"0","2","72.46",0,"36.23","0","0","36.23"
4809,"millcreek township, lebanon county","PA","5,519","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
4810,"willard","MO","5,514","6",1,"1",NULL,"0","4","108.81",18.14,"18.14","0","0","72.54"
4811,"hubbard township","OH","5,513","9",0,"2",NULL,"2","5","163.25",0,"36.28","0","36.28","90.69"
4812,"emporia","VA","5,511","29",2,"3",NULL,"5","19","526.22",36.29,"54.44","0","90.73","344.77"
4813,"macon","MO","5,511","16",0,"6",NULL,"1","9","290.33",0,"108.87","0","18.15","163.31"
4814,"brush","CO","5,509","3",0,"1",NULL,"0","2","54.46",0,"18.15","0","0","36.3"
4815,"jamestown","RI","5,508","2",0,"0",NULL,"0","2","36.31",0,"0","0","0","36.31"
4816,"glencoe","MN","5,507","3",0,"2",NULL,"0","1","54.48",0,"36.32","0","0","18.16"
4817,"canal fulton","OH","5,506","4",0,"1",NULL,"0","3","72.65",0,"18.16","0","0","54.49"
4818,"waterville","OH","5,506","3",0,"1",NULL,"0","2","54.49",0,"18.16","0","0","36.32"
4819,"clarinda","IA","5,505","19",0,"2",NULL,"0","17","345.14",0,"36.33","0","0","308.81"
4820,"algona","IA","5,504","14",0,"0",NULL,"0","14","254.36",0,"0","0","0","254.36"
4821,"west hennepin","MN","5,497","6",0,"1",NULL,"0","5","109.15",0,"18.19","0","0","90.96"
4822,"northfield","IL","5,496","5",0,"1",NULL,"1","3","90.98",0,"18.2","0","18.2","54.59"
4823,"middlesex township, butler county","PA","5,496","3",0,"0",NULL,"0","3","54.59",0,"0","0","0","54.59"
4824,"redstone township","PA","5,493","1",0,"0",NULL,"1","0","18.2",0,"0","0","18.2","0"
4825,"berryville","AR","5,488","22",0,"9",NULL,"1","12","400.87",0,"163.99","0","18.22","218.66"
4826,"wake village","TX","5,487","10",0,"0",NULL,"3","7","182.25",0,"0","0","54.67","127.57"
4827,"mount carmel","TN","5,480","22",0,"3",NULL,"2","17","401.46",0,"54.74","0","36.5","310.22"
4828,"glendive","MT","5,479","12",0,"3",NULL,"0","9","219.02",0,"54.75","0","0","164.26"
4829,"vine grove","KY","5,479","5",0,"2",NULL,"0","3","91.26",0,"36.5","0","0","54.75"
4830,"barre","MA","5,473","22",0,"3",NULL,"1","18","401.97",0,"54.81","0","18.27","328.89"
4831,"ballston spa village4","NY","5,470","8",0,"0",NULL,"2","6","146.25",0,"0","0","36.56","109.69"
4832,"breckenridge","TX","5,469","8",0,"2",NULL,"0","6","146.28",0,"36.57","0","0","109.71"
4833,"berlin","WI","5,468","3",2,NULL,0,"0","1","54.86",36.58,"0","0","0","18.29"
4834,"bessemer city","NC","5,466","8",0,NULL,1,"3","4","146.36",0,"0","18.29","54.88","73.18"
4835,"cold spring/richmond","MN","5,460","4",0,"1",NULL,"0","3","73.26",0,"18.32","0","0","54.95"
4836,"nephi","UT","5,459","2",0,NULL,0,"2","0","36.64",0,"0","0","36.64","0"
4837,"salida","CO","5,454","8",1,"2",NULL,"0","5","146.68",18.34,"36.67","0","0","91.68"
4838,"la habra heights","CA","5,451","8",0,NULL,0,"0","8","146.76",0,"0","0","0","146.76"
4839,"lindale","TX","5,450","22",0,"2",NULL,"2","18","403.67",0,"36.7","0","36.7","330.28"
4840,"worland","WY","5,447","3",0,"1",NULL,"0","2","55.08",0,"18.36","0","0","36.72"
4841,"brewton","AL","5,445","37",0,"2",NULL,"5","30","679.52",0,"36.73","0","91.83","550.96"
4842,"batesburg-leesville","SC","5,435","52",0,"1",NULL,"6","45","956.76",0,"18.4","0","110.4","827.97"
4843,"rockwood","TN","5,435","27",0,"1",NULL,"2","24","496.78",0,"18.4","0","36.8","441.58"
4844,"newport township","PA","5,435","10",0,"1",NULL,"2","7","183.99",0,"18.4","0","36.8","128.79"
4845,"aberdeen","MS","5,433","18",0,NULL,0,"2","16","331.31",0,"0","0","36.81","294.5"
4846,"new boston","NH","5,432","3",0,"0",NULL,"0","3","55.23",0,"0","0","0","55.23"
4847,"centerville","IA","5,429","16",0,"3",NULL,"0","13","294.71",0,"55.26","0","0","239.45"
4848,"greenwood","MO","5,427","8",0,"2",NULL,"1","5","147.41",0,"36.85","0","18.43","92.13"
4849,"new holland","PA","5,425","2",0,"0",NULL,"0","2","36.87",0,"0","0","0","36.87"
4850,"fox chapel","PA","5,425","1",0,"0",NULL,"0","1","18.43",0,"0","0","0","18.43"
4851,"solvang","CA","5,418","9",0,NULL,2,"0","7","166.11",0,"0","36.91","0","129.2"
4852,"colby","KS","5,417","26",0,"1",NULL,"1","24","479.97",0,"18.46","0","18.46","443.05"
4853,"isanti","MN","5,416","2",0,"0",NULL,"0","2","36.93",0,"0","0","0","36.93"
4854,"waynesville","MO","5,415","19",1,"1",NULL,"0","17","350.88",18.47,"18.47","0","0","313.94"
4855,"hazard","KY","5,415","13",0,"1",NULL,"5","7","240.07",0,"18.47","0","92.34","129.27"
4856,"hutchins","TX","5,409","11",0,"1",NULL,"3","7","203.36",0,"18.49","0","55.46","129.41"
4857,"upper pottsgrove township","PA","5,404","10",0,"1",NULL,"0","9","185.05",0,"18.5","0","0","166.54"
4858,"denton township","MI","5,404","5",0,"2",NULL,"0","3","92.52",0,"37.01","0","0","55.51"
4859,"cameron","TX","5,401","24",0,"1",NULL,"7","16","444.36",0,"18.52","0","129.61","296.24"
4860,"st. clair","MI","5,401","11",0,"5",NULL,"0","6","203.67",0,"92.58","0","0","111.09"
4861,"uhrichsville","OH","5,400","8",0,"1",NULL,"5","2","148.15",0,"18.52","0","92.59","37.04"
4862,"new castle","DE","5,399","11",1,"0",NULL,"5","5","203.74",18.52,"0","0","92.61","92.61"
4863,"west bountiful","UT","5,398","6",0,"5",NULL,"0","1","111.15",0,"92.63","0","0","18.53"
4864,"eureka","IL","5,397","10",0,"0",NULL,"0","10","185.29",0,"0","0","0","185.29"
4865,"tyrone","PA","5,397","10",0,"0",NULL,"3","7","185.29",0,"0","0","55.59","129.7"
4866,"warren township","OH","5,395","23",0,"4",NULL,"6","13","426.32",0,"74.14","0","111.21","240.96"
4867,"lehighton","PA","5,395","16",0,"1",NULL,"4","11","296.57",0,"18.54","0","74.14","203.89"
4868,"jaffrey","NH","5,392","5",0,"0",NULL,"0","5","92.73",0,"0","0","0","92.73"
4869,"titusville","PA","5,391","9",0,"0",NULL,"2","7","166.94",0,"0","0","37.1","129.85"
4870,"starke","FL","5,387","24",0,"2",NULL,"3","19","445.52",0,"37.13","0","55.69","352.7"
4871,"cumberland","IN","5,386","17",0,NULL,1,"7","9","315.63",0,"0","18.57","129.97","167.1"
4872,"eastman","GA","5,384","50",0,NULL,3,"8","39","928.68",0,"0","55.72","148.59","724.37"
4873,"bear valley","CA","5,379","2",0,NULL,1,"0","1","37.18",0,"0","18.59","0","18.59"
4874,"homer","AK","5,378","32",0,"0",NULL,"0","32","595.02",0,"0","0","0","595.02"
4875,"englewood cliffs","NJ","5,378","1",0,NULL,0,"0","1","18.59",0,"0","0","0","18.59"
4876,"dayton","KY","5,377","13",0,"3",NULL,"5","5","241.77",0,"55.79","0","92.99","92.99"
4877,"st. robert","MO","5,375","56",0,"7",NULL,"7","42","1,041.86",0,"130.23","0","130.23","781.4"
4878,"goshen village","NY","5,375","5",0,NULL,0,"1","4","93.02",0,"0","0","18.6","74.42"
4879,"collegeville","PA","5,375","0",0,"0",NULL,"0","0","0",0,"0","0","0","0"
4880,"rockdale","TX","5,374","21",1,"4",NULL,"1","15","390.77",18.61,"74.43","0","18.61","279.12"
4881,"fellsmere","FL","5,370","10",0,"0",NULL,"3","7","186.22",0,"0","0","55.87","130.35"
4882,"berlin township","NJ","5,370","5",0,NULL,0,"3","2","93.11",0,"0","0","55.87","37.24"
4883,"anthony","TX","5,365","13",0,"1",NULL,"3","9","242.31",0,"18.64","0","55.92","167.75"
4884,"spring valley","IL","5,365","5",0,"2",NULL,"0","3","93.2",0,"37.28","0","0","55.92"
4885,"northwood","OH","5,364","16",0,"2",NULL,"10","4","298.28",0,"37.29","0","186.43","74.57"
4886,"loudon","NH","5,349","2",0,"1",NULL,"0","1","37.39",0,"18.7","0","0","18.7"
4887,"morris","MN","5,348","11",0,"4",NULL,"2","5","205.68",0,"74.79","0","37.4","93.49"
4888,"nelsonville","OH","5,348","8",0,"1",NULL,"3","4","149.59",0,"18.7","0","56.1","74.79"
4889,"st. paul park","MN","5,346","12",0,"2",NULL,"3","7","224.47",0,"37.41","0","56.12","130.94"
4890,"williamston","NC","5,345","84",2,NULL,3,"16","63","1,571.56",37.42,"0","56.13","299.35","1,178.67"
4891,"rye","NH","5,344","2",0,"0",NULL,"0","2","37.43",0,"0","0","0","37.43"
4892,"media","PA","5,343","18",0,"1",NULL,"5","12","336.89",0,"18.72","0","93.58","224.59"
4893,"crossett","AR","5,339","28",0,"3",NULL,"5","20","524.44",0,"56.19","0","93.65","374.6"
4894,"bridgton3","ME","5,337","2",0,NULL,0,"1","1","37.47",0,"0","0","18.74","18.74"
4895,"fairport village4","NY","5,336","4",0,"1",NULL,"0","3","74.96",0,"18.74","0","0","56.22"
4896,"bar harbor","ME","5,334","1",0,"1",NULL,"0","0","18.75",0,"18.75","0","0","0"
4897,"saranac lake village4","NY","5,333","8",0,"0",NULL,"0","8","150.01",0,"0","0","0","150.01"
4898,"delavan town","WI","5,331","0",0,NULL,0,"0","0","0",0,"0","0","0","0"
4899,"palmerton","PA","5,330","11",0,"2",NULL,"0","9","206.38",0,"37.52","0","0","168.86"
4900,"highwood","IL","5,328","2",0,"0",NULL,"0","2","37.54",0,"0","0","0","37.54"
4901,"linton","IN","5,326","3",0,"0",NULL,"1","2","56.33",0,"0","0","18.78","37.55"
4902,"schuylkill haven","PA","5,319","3",0,"0",NULL,"0","3","56.4",0,"0","0","0","56.4"
4903,"upper yoder township","PA","5,319","1",0,"0",NULL,"0","1","18.8",0,"0","0","0","18.8"
4904,"vail","CO","5,316","10",0,"3",NULL,"1","6","188.11",0,"56.43","0","18.81","112.87"
4905,"turtle creek","PA","5,315","5",0,"0",NULL,"1","4","94.07",0,"0","0","18.81","75.26"
4906,"williamsburg","KY","5,314","9",0,"3",NULL,"4","2","169.36",0,"56.45","0","75.27","37.64"
4907,"adel","GA","5,313","19",1,NULL,4,"4","10","357.61",18.82,"0","75.29","75.29","188.22"
4908,"rothschild","WI","5,307","2",0,NULL,0,"0","2","37.69",0,"0","0","0","37.69"
4909,"medina","MN","5,304","1",0,"0",NULL,"0","1","18.85",0,"0","0","0","18.85"
4910,"center","TX","5,302","44",0,"2",NULL,"8","34","829.88",0,"37.72","0","150.89","641.27"
4911,"diboll","TX","5,301","6",0,"1",NULL,"0","5","113.19",0,"18.86","0","0","94.32"
4912,"manitou springs","CO","5,300","13",0,"6",NULL,"1","6","245.28",0,"113.21","0","18.87","113.21"
4913,"somerdale","NJ","5,298","9",0,NULL,1,"5","3","169.88",0,"0","18.88","94.38","56.63"
4914,"alton","NH","5,295","3",0,"1",NULL,"1","1","56.66",0,"18.89","0","18.89","18.89"
4915,"grosse pointe","MI","5,293","5",0,"0",NULL,"1","4","94.46",0,"0","0","18.89","75.57"
4916,"weiser","ID","5,292","3",0,"0",NULL,"0","3","56.69",0,"0","0","0","56.69"
4917,"manchester-by-the-sea","MA","5,290","3",0,"0",NULL,"0","3","56.71",0,"0","0","0","56.71"
4918,"walterboro","SC","5,287","49",1,"4",NULL,"12","32","926.8",18.91,"75.66","0","226.97","605.26"
4919,"mascotte","FL","5,284","23",0,"3",NULL,"3","17","435.28",0,"56.78","0","56.78","321.73"
4920,"findlay township","PA","5,282","2",0,"0",NULL,"0","2","37.86",0,"0","0","0","37.86"
4921,"chestertown","MD","5,281","23",0,NULL,1,"4","18","435.52",0,"0","18.94","75.74","340.84"
4922,"kensington","CA","5,281","2",0,NULL,1,"0","1","37.87",0,"0","18.94","0","18.94"
4923,"hadley","MA","5,277","25",0,"5",NULL,"3","17","473.75",0,"94.75","0","56.85","322.15"
4924,"calistoga","CA","5,277","3",0,NULL,0,"0","3","56.85",0,"0","0","0","56.85"
4925,"de witt","IA","5,275","10",0,"1",NULL,"0","9","189.57",0,"18.96","0","0","170.62"
4926,"valparaiso","FL","5,275","8",0,"0",NULL,"1","7","151.66",0,"0","0","18.96","132.7"
4927,"glenwood","IA","5,271","21",0,"3",NULL,"1","17","398.41",0,"56.92","0","18.97","322.52"
4928,"shillington","PA","5,271","8",0,"1",NULL,"3","4","151.77",0,"18.97","0","56.92","75.89"
4929,"midfield4","AL","5,265","36",0,"3",NULL,"14","19","683.76",0,"56.98","0","265.91","360.87"
